Domain,Sub domain,Intent,Answer Format,value,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,y_hat
About Techology,iAM SMART Integration,data_exchange_iamsmart,No data will be shared with iAMSMART without your prior consent. We will only share data you need us to ditigally sign with iAMSMART to their respective servers ,Will My Bank Account Number Leak to IMSMART?,-4.4832172,-4.920932,-4.400822,-3.968651,-4.080558,-5.1799164,-5.0718164,-4.1666584,-4.1156974,-5.298461,0.5810634,-5.112501,-5.3293347,-4.6964345,-4.6031647,-5.191379,-5.026905,-3.687191,-5.6387105,-4.395189,-4.123112,-4.469572,-4.9634905,-4.972662,-4.8407593,-4.925468,-5.0940785,-5.785705,-4.731398,-5.509281,-4.988558,-4.7063355,-5.4027896,-4.8860507,-6.162843,-4.2701173,-4.192883,-4.1044564,-5.8798785,-5.1347923,-6.018776,-5.8518457,-5.60968,-5.257413,-5.1860685,-4.9300413,-5.139166,-4.844766,-5.2506166,-5.792964,-6.1606617,-6.3359857,-5.3248577,-5.1814604,-5.185119,-4.7266555,-5.771403,-5.3096833,-5.287552,-5.3780694,-5.692867,-5.1907682,-5.447816,-5.5685863,-5.825945,-5.691157,-5.899901,-4.975821,-5.2242184,-5.9651823,-4.9614425,-4.272617,-5.08021,-5.791754,10
About company,Current,Collaboration,"For our partners powered by Fill Easy and iAMSMART, we always have a prior agreement with them to send our information to them. Fill Easy and our partner have established a secure online channel to pass information between us two.",Say me more about your partnership.,-5.159155,-5.020539,-3.9135046,-5.1589265,-3.7155244,-4.5152564,-5.9603853,-5.0244045,-5.7479362,-6.272377,-4.825779,-4.9424467,-4.459192,-4.61814,-4.3918343,-4.363609,-4.46043,-4.451133,-4.88991,-3.631161,-5.2687197,-4.4713817,-5.65482,-4.6706543,-4.114309,-3.9576974,-4.617498,-6.1016526,-5.646899,-5.2786,-5.0166473,-4.380076,-5.2210135,0.85674167,-5.689785,-4.8875413,-4.3274827,-5.4786644,-4.293271,-6.5709906,-4.951201,-5.022602,-5.3394656,-5.897501,-5.7597103,-5.760915,-5.1597548,-4.319265,-4.341844,-6.000095,-4.8923817,-5.7166095,-5.6009912,-5.182414,-5.191349,-3.6841154,-5.2556157,-4.807782,-4.883842,-5.2447433,-6.695855,-6.2283173,-4.8512383,-4.6564136,-4.988481,-3.8291287,-5.9360247,-6.043168,-5.5738277,-5.1911416,-4.9997435,-3.9032533,-5.0824795,-5.5589285,33
About Business Component,Post Servicing,Submission_tracing,We will send a notice to you once the form is submitted. The related parties will also snd an email to your register email to confirm recieving the submission .,Does the insurer will send me a confirmation email?,-5.345047,-5.538688,-4.7106204,-4.6247873,-4.826009,-4.3454185,-5.7633553,-5.4142103,-5.6693907,-6.2768145,-5.120022,-4.4123,-5.0761456,-3.1467905,-5.7481704,-4.232766,-6.1279764,-4.2570353,-4.7482224,-3.739652,-4.9311094,-4.5671988,-5.13794,-6.340518,1.0136617,-4.7681537,-4.561566,-5.475835,-5.417468,-5.8633084,-5.369964,-4.3908114,-4.8553157,-4.0808344,-4.978673,-5.4216237,-4.970719,-4.9238734,-5.0353193,-4.7524457,-4.4475975,-5.035181,-5.1751685,-5.1233883,-4.777917,-5.621194,-5.727608,-4.758604,-4.8166966,-5.0912266,-4.8192215,-5.244942,-4.345707,-4.7531576,-5.265993,-5.074552,-4.883176,-5.4300103,-5.260638,-4.829808,-4.6479764,-5.7407455,-4.7615952,-4.2004833,-4.8082795,-4.9003825,-5.3704114,-5.248654,-5.3492594,-5.2960706,-4.834776,-4.563981,-5.7124805,-5.39649,24
About Business Component,Account,Recover_loginID,"Go to XXX pages, click ""forget Login ID"" Button and follow its instruction.",What¡¦s your login ID? forgot it?,-5.2660985,-3.7630918,-4.9833155,-4.9094214,-5.612558,-5.535313,-4.8869367,-5.7887483,-4.8456054,-4.312666,-5.2078705,-5.218543,-5.1508183,-5.2376485,-4.650602,-4.371338,-6.022905,-4.856229,-4.2608957,-5.2986293,-5.3294334,-5.270202,-5.656091,-4.120197,-5.012354,-5.8936906,-5.0561037,-5.32748,-3.841668,-4.8125715,-5.192176,-5.073549,-5.261226,-5.300209,-4.906518,-4.7411594,-5.4536552,-6.1738396,-5.2552943,-5.1057205,-4.6756983,-5.4594584,-3.9064112,-4.438882,0.96514726,-5.033666,-4.049062,-4.433382,-6.0974417,-4.404065,-5.4275064,-4.4722757,-4.8538227,-5.969662,-3.2647402,-5.7119794,-5.437817,-5.0170007,-5.0575585,-5.098779,-4.5996923,-4.7842813,-4.8810205,-4.4771733,-4.4814415,-5.031628,-4.8587418,-4.407665,-4.037912,-5.616675,-4.076375,-4.7185187,-4.572066,-5.309184,44
About company,Future,Expansion,"We keep enlarging our service to new industry, new form purpose and new new geographical location. Our new mobile APP is also under development and serveal AI project are in planning to enhance our customer experience.",What will you expand to your services in the future?,-4.193501,-4.317892,-4.804199,-4.457527,-5.5312896,-5.119039,-5.1662035,-5.756966,-5.0331736,-4.440442,-5.2511106,-4.1077347,-5.256051,-5.336693,-5.5436,-4.1139216,-4.4762745,-4.463968,-4.23537,-4.495289,-4.862851,-5.476826,-5.012962,-6.079011,-4.597218,-4.766097,-4.9010944,-6.17466,-4.240767,-4.6951976,-4.49647,-4.576076,-4.032044,-5.253785,-5.272453,-3.214249,-4.9498296,-5.728423,-4.4345837,-4.214726,-4.515329,-4.6220365,-5.5745807,-4.231255,-4.491178,-5.705204,-4.5467095,-3.749758,-5.520142,-4.170736,-5.5534325,-4.71411,0.9033535,-3.9466991,-5.164301,-5.7683344,-4.4049573,-4.6977277,-4.8165083,-4.696302,-5.7542644,-5.4540873,-5.5696454,-5.140079,-5.3633227,-4.877141,-4.910738,-4.320851,-4.950284,-5.2537103,-6.3183737,-4.8792777,-4.999255,-4.665551,52
About company,Current,Funding,HKSTP/ We Venture/ etc,But who is financing your business?,-5.6370177,-5.295256,-4.68327,-5.266873,-4.4893746,-5.2215805,-4.9224668,-5.074039,-5.167059,-4.9718857,-5.149278,-5.2544446,-5.5029073,-5.252162,-5.529185,-5.391803,1.2837774,-5.513227,-5.4632707,-4.7921376,-5.0136733,-5.346733,-4.816863,-4.4170656,-6.141658,-4.141873,-5.1790957,-5.2681923,-5.397761,-3.9932473,-4.684964,-4.5239143,-4.210774,-4.5055046,-3.8330708,-4.4678774,-4.677898,-5.2981486,-4.6566005,-6.0947795,-5.2127333,-4.457077,-5.4776635,-5.0684156,-6.1546245,-5.323927,-4.265935,-4.226585,-4.3269777,-5.141908,-5.2816305,-4.9684157,-4.293759,-4.5959015,-4.881774,-5.2275577,-5.025191,-4.9833775,-5.270872,-5.706012,-5.9101624,-5.5131655,-5.7747464,-5.089057,-4.9727554,-5.3713336,-5.029999,-5.4818573,-5.1180215,-4.725556,-6.16553,-5.3784986,-4.807679,-5.0925236,16
About Business Component,Filling ,Required_input,"The input field only show a deduplicated information required on submitting all of your forms. To avoid rejection or further back and forth, we strongly suggest you to fill them all. you can also ask me ""Can I skip inputing sensitive information?"" if you are not comfortable about this.",Can you download the form without filling out all the fields?,-4.0585093,-4.04078,-4.3882875,-3.369969,-4.43517,-5.4785824,-5.4716806,-5.879417,-5.697216,-5.448197,-4.67729,-5.6844893,-5.9964647,-4.5775137,-4.4753714,-4.47782,-3.9672391,-4.3096147,-5.055639,-3.2286894,-3.8862915,-5.632455,-6.201543,-4.3549523,-5.201494,-4.897863,-5.176949,-5.8847284,-3.6999104,-4.7240767,-3.6741242,-4.8931847,-4.551425,-4.798073,-5.9051547,0.5293776,-5.6652904,-5.814936,-4.72483,-4.421041,-4.3583217,-4.688347,-5.129814,-4.12792,-4.5053487,-5.2129335,-3.6762378,-4.316395,-4.6873646,-4.7544165,-5.82153,-5.614907,-3.0690076,-4.12182,-3.4626749,-6.3051414,-4.688119,-5.461121,-5.2329454,-5.817002,-5.938031,-6.1748953,-4.834561,-5.2635837,-5.344471,-5.8066974,-5.728284,-4.710111,-5.0883393,-5.6978874,-5.8678675,-3.44812,-4.753424,-4.4071484,35
About Business Component,Selection,Form_request_adding,"If you have a physical form, we encourage you to try out our ""Form Recogniser"", it is a AI driven solution help checking if your form is covered by our current service. Othervise, we are happy to add on any missing comapny and please contact us at XXXX@filleasy.com",Do you have a chance to add another not-listed company to your service?,-5.258756,-4.261925,-4.8475685,-5.0473585,-5.5440564,-6.439713,-5.619619,-6.2360034,-5.378965,-4.232848,-5.5208035,-5.6851654,-5.7809687,-6.4198346,-5.205628,-5.1350713,-5.046784,-5.452959,-4.6129136,-4.42078,-5.3142066,-5.710462,-5.4781957,-5.4882965,-5.4840674,-5.829886,-6.311502,-5.3303127,-4.3743615,-3.4317384,-5.446555,-5.608505,-4.7935653,-5.3551517,-4.4061036,-4.381532,-5.803662,-6.436196,-4.995772,-5.1844897,-4.277142,-4.8459044,-3.777883,0.6928607,-4.581076,-5.6092854,-4.283904,-4.0213532,-5.6371794,-4.14575,-5.2413177,-4.252294,-4.383228,-5.3065734,-4.7174077,-5.979169,-3.894083,-5.4092884,-5.305432,-4.9426227,-6.0884457,-5.5530148,-4.9273224,-4.3412843,-4.2519526,-5.456894,-5.3419538,-4.04224,-4.360155,-5.786227,-5.0612526,-4.994603,-4.2921476,-4.4747853,43
About Business Component,Account,Account_num_of_profile,"Currently, we only allow 1 profile to be saved in an account. Please register a seperate account if you want to fill form for your friends or relatives.",Can I store several sets of personal data under one account?,-5.026273,-5.271769,-4.8634577,-4.5957103,-5.253536,-5.1510897,-5.4421167,-5.0470033,-5.3136,-4.449446,-5.880123,-4.653953,-5.00383,-5.108554,-5.921204,-5.3434744,-4.639501,-5.6019516,-4.4342875,-4.775047,-5.9741473,-5.354133,-5.1051164,-5.414677,-5.118844,-5.072011,-5.0398226,-5.350564,-4.47277,-4.47107,-5.379828,-5.2717576,-4.621652,-4.9592433,-4.604386,-4.8545785,-6.12264,-5.446333,-4.8515096,-6.1946764,-4.8472586,-4.85591,-5.2147093,-4.1401024,-5.651529,-4.5446706,-5.044971,-4.2750664,-5.123305,-4.449347,-3.886567,-4.6993566,-4.4639516,-4.447511,-5.2442846,-4.689019,1.0071805,-4.6883817,-4.8024373,-4.662584,-5.586049,-4.5513015,-5.097295,-4.802761,-5.144364,-5.905562,-5.0807834,-5.490453,-5.5009446,-4.1065073,-5.1076636,-5.5217977,-4.650658,-4.474732,56
About Techology,iAM SMART Integration,data_exchange_iamsmart,No data will be shared with iAMSMART without your prior consent. We will only share data you need us to ditigally sign with iAMSMART to their respective servers ,What data is shared with iamsmart?,-4.210023,-4.702986,-4.2143536,-4.584704,-4.0222116,-5.130161,-5.2951674,-4.2415285,-4.2299504,-5.2555885,0.8561084,-5.301794,-5.3548865,-4.6189413,-3.7705915,-5.065012,-4.9646072,-3.8955405,-5.3718185,-4.419914,-4.5283413,-4.4979787,-4.8821893,-4.8189173,-4.8796644,-4.8759103,-5.097548,-5.6426806,-4.7428102,-5.4409685,-4.707805,-4.5958505,-5.2929006,-4.8021107,-6.007672,-4.2749376,-4.1370916,-4.122989,-5.775033,-4.96442,-5.8710732,-5.69954,-5.4683566,-5.1667013,-5.1490955,-4.7432456,-4.9664083,-4.7520947,-5.1094933,-5.709347,-6.1437325,-6.4641013,-5.251244,-5.188182,-5.1036086,-4.59933,-5.719344,-5.267702,-5.234677,-5.227777,-5.545175,-5.0396805,-5.4178815,-5.478986,-5.8063564,-5.748299,-6.0168843,-5.0204787,-5.0882792,-5.951126,-4.8327503,-4.288591,-4.509561,-5.956634,10
About Techology,Form recognizer,Form_recognizer_rejecting_photo,Our Form recognizer requires the form placing in a spcific location of the photo. Please straightly follow the instruction.,I don't understand why all my photos are rejected by Form-Recognizer,-5.183902,-5.8012943,-5.1486835,-4.6542034,-4.5010357,-3.7383523,-4.044518,-3.9583578,-4.4685965,-5.1934423,-5.815115,-5.1183314,-4.7717257,-4.6116643,-5.110955,-5.993527,-4.7358413,-5.1578984,-4.647786,-5.0978713,-6.1244,-4.764992,-3.7396889,-5.190595,-5.0730877,-4.836176,-4.314609,-4.609334,-4.969253,-6.043424,-5.5333314,-4.761051,-4.114346,-4.8020773,-5.0195947,-5.5690393,-5.55195,-4.2564206,-5.1945777,-5.111935,-5.3355765,-5.49371,-5.4311357,-5.775839,-6.0501575,-4.2296166,-5.165993,-5.1056066,-5.269834,-5.1689196,-4.1918006,-4.1027136,-5.1877556,-4.896818,-5.205638,-3.985343,-4.0739007,-5.590953,-4.768742,-4.292888,-3.65148,-3.3310993,-4.031961,-5.4923153,-5.3162,-5.2526193,-3.6292431,-6.1072545,-5.453921,0.98973036,-4.363079,-6.219202,-5.416745,-5.1301684,69
About Business Component,Filling ,Information_saving,You may register an account and store non-sensitive infomration with us. We will automatically fill in the duplicated information for you.,"If I wish to fill in Two forms, will I have to fill in the same information twice?",-4.7786083,-5.9988456,-5.1855264,-5.337927,-4.8061576,-5.131683,-4.3326306,-4.0567245,-3.3331,-3.7598662,-4.992782,-4.729646,-4.386386,-5.2638474,-6.041742,-5.536712,-4.7542486,-5.366321,-5.276561,-5.3858294,-6.010573,-4.28057,0.8041239,-5.0349236,-4.8016105,-5.037255,-4.530258,-2.449047,-5.013887,-5.359118,-4.97445,-5.386665,-5.0489206,-5.635468,-5.669777,-6.2838173,-4.7808123,-3.9903805,-5.6961803,-4.8915224,-6.4268785,-5.148497,-6.516374,-5.6143346,-6.093374,-4.6348467,-6.1521916,-6.181867,-4.9648447,-4.8150473,-4.3237143,-4.7175045,-5.078166,-4.9967475,-5.6705565,-4.3949995,-5.1658735,-4.4840274,-5.4158387,-4.966588,-4.3078156,-4.5654693,-5.2297482,-5.113097,-5.214741,-5.8979087,-4.066995,-5.3252945,-5.3398695,-4.3731046,-4.956378,-6.1499834,-5.32516,-5.22145,22
About Business Component,Selection,Multi_selection_form_type,You can only select forms for a single purpose everytime bacause most of the pourpose are unique for different industry..,Can I change the JY and ZZ at one time? they share very similar fields,-6.208186,-6.068759,-5.2086377,-5.228704,-5.201029,-5.5344725,-5.5661635,-5.0533924,-4.958621,-5.044905,-6.0205145,-5.885583,-4.9149494,-5.185156,-5.5690155,-6.0895867,-5.4418545,-6.1853766,-4.63965,-5.5632963,-5.795266,-5.054445,-4.3019333,-5.5441337,-4.9876976,-5.2269597,-4.5858417,-4.667418,-5.568839,-5.765221,-4.8347917,-5.372522,-5.4982047,-4.357269,-4.6171603,-6.012566,-5.6651287,-5.117649,-5.2873645,-5.7400823,-6.006118,-5.0655003,-5.5374575,-5.5344696,-5.8728085,-5.6286364,-5.721508,-5.5289044,-5.3474073,-4.7520924,1.082864,-3.972788,-5.627766,-5.9150076,-5.051704,-4.909643,-4.2873693,-5.6621747,-5.756494,-4.4809475,-3.9068327,-4.967074,-4.8344154,-5.0463033,-4.832579,-5.9035416,-5.1387296,-5.93968,-4.809357,-4.1436515,-4.2499847,-5.6162424,-4.9661517,-4.784713,50
About Techology,iAM SMART Integration,iamsmart_reason,We integrate with iAM Smart to provide a digital signing method that allow our straight through processing solution.,But should we integrate with iam smartphone?,-4.4315643,-4.661578,-4.8390627,-5.6397104,-5.954124,-5.655993,-4.844364,-4.7133474,-5.223728,-4.445972,-4.693633,-5.486429,-5.1253624,-5.518556,-2.6013677,-5.162103,-5.159796,-5.496845,-4.747421,-4.755208,-5.8169537,-5.778283,-5.0548553,-4.7768083,-5.9712176,-5.5339866,-5.300741,-5.082796,-4.8376822,-5.1622396,-4.2808332,-5.622032,-5.227973,-5.2039366,-5.0255694,-5.099264,-5.719102,-5.595982,-5.726191,-5.4720836,-5.230879,-4.7191,-5.558529,-4.269766,-4.786582,-4.70037,-5.3289084,-4.742219,-5.24604,-4.840846,-4.9364524,-5.86996,-5.114303,-5.501138,-4.77896,-5.0906987,-4.847879,-5.8419166,-5.7785983,-5.4517198,-5.4407597,-5.237053,-5.8668447,-5.0873666,-5.086484,-6.2675767,-6.025518,-5.207896,-5.0782533,-5.3194504,-5.2032127,-5.918996,1.0445999,-5.57315,72
About Business Component,Account,Reset_password,"Go to XXX pages, click ""forget password"" Button and follow its instruction.",I¡¦m missing my login details.,-5.0150113,-5.167547,-5.638064,-3.9679313,-5.431301,-5.921261,1.2078197,-3.8916821,-4.2149653,-3.9059556,-5.2826753,-4.6684823,-5.1778903,-5.266012,-5.9683375,-4.9777136,-4.6891193,-5.710948,-5.1521697,-5.477336,-4.3497415,-4.323306,-4.4814944,-4.143012,-5.479498,-5.283806,-5.1690855,-5.3415537,-5.066337,-4.7420545,-6.3735747,-5.349371,-5.420533,-5.712193,-5.050001,-5.8262997,-4.696256,-4.654586,-5.285986,-5.031495,-5.3493743,-4.8633785,-4.7064924,-5.049699,-5.0481863,-4.99504,-5.423429,-4.8719497,-5.8614893,-5.058512,-4.969355,-4.305909,-5.455526,-5.603164,-4.3094244,-5.180872,-5.186883,-5.735861,-4.987077,-5.061203,-4.4820447,-4.80908,-4.738175,-5.2066236,-4.6219206,-5.215794,-4.33965,-4.391579,-5.2471,-4.1163774,-4.861834,-6.222828,-4.3891463,-4.2867913,6
Others,About Conversation,Complaint,"I am so sorry for your situation. Your valuable comments wil be sent to dedicated manager. If possible, may I have your help on descripting the problem through: ""link""",This is not acceptable.,-5.7382607,-6.3473816,-5.1376595,-4.9871235,-4.3067503,-4.5098457,-4.641354,-5.086835,-4.714086,-4.9139013,-5.82368,-5.421224,-4.3791428,-6.202384,-6.034776,-5.5770493,-5.552019,-5.8329983,-4.2960405,-5.527364,-6.450749,-4.3453045,-3.835585,-4.1793146,-5.500723,-4.639503,-4.6463943,-5.5086985,-5.820979,-5.1974936,-6.524833,-5.4139633,-4.7136545,-5.2938466,-5.2656574,-5.7805524,-4.951438,-4.3404746,-5.739761,-5.5580673,-5.7045417,-5.1205654,-5.615301,-5.408305,-5.273232,-4.2714357,-4.616809,-5.4625025,-4.8027563,-5.4534335,-4.804225,-4.8428407,-5.0292544,-4.674379,-5.5555873,-5.2690043,-4.7186947,-4.0026946,-3.898901,-5.8131742,-4.6156754,-4.5549936,-3.3907785,-5.2849927,-4.8662524,-4.838715,0.87676346,-4.650159,-5.038552,-3.8716261,-4.4209576,-6.9108934,-5.774948,-4.450534,66
About Business Component,Selection,Form_unexpected_questioning,"it may be because of one of the reason below: 1. it only accept digital channel for submitting changing request; 2. it is not under our currently covered industry (financial service); 3. it is not under our currently covered location (Hong Kong). If you have a physical form, we encourage you to try out our ""Form Recogniser"", it is a AI driven solution help checking if your form is covered by our current service. ",Please tell me why the BOCcompany cannot be found on your list.,-4.780208,-4.130881,-4.412007,-5.5056543,-6.157481,-5.690232,-5.064196,-6.096005,-5.9552484,-5.3379207,-5.754343,-5.077781,-5.915682,-5.8596873,-4.4278502,-5.401776,-5.670639,-5.2157917,-4.4870048,-5.8226585,-5.959447,-5.6236796,-6.424462,-4.3551044,-5.05792,-5.845308,-6.473109,-5.3118696,-4.738643,-4.557176,-5.9078937,-4.870007,-4.4164124,-5.1427526,-3.684707,-5.4065857,-5.803625,-6.879799,-4.736923,-4.8746448,-3.5753388,-5.8520756,0.87829894,-3.9307895,-4.3884716,-5.425347,-3.8818922,-3.871662,-5.7574697,-4.7581615,-5.090668,-4.2514405,-5.8010125,-6.1564584,-5.2524767,-5.3924465,-5.260536,-5.831544,-5.5569453,-5.071488,-5.598791,-4.715916,-5.3555083,-4.282762,-4.0864897,-4.258648,-5.5840483,-4.396421,-4.336765,-5.5482316,-4.409039,-4.712615,-5.710457,-4.330402,42
About Techology,iAM SMART Integration,iamsmart_reason,We integrate with iAM Smart to provide a digital signing method that allow our straight through processing solution.,Why should you be connected to iam smart?,-4.5286226,-4.6416345,-4.7960067,-5.641065,-5.9424376,-5.6704907,-4.641818,-4.649666,-5.0599666,-4.2152615,-4.782341,-5.412083,-5.0636554,-5.5182304,-3.108958,-4.9426765,-5.085801,-5.547024,-4.5955615,-4.6701617,-5.7240863,-5.7494645,-4.8972516,-4.742025,-5.8321643,-5.6069093,-5.1196327,-5.021227,-4.8744073,-5.060516,-4.5105896,-5.581678,-5.249839,-5.0229235,-5.0306892,-5.068407,-5.690181,-5.587626,-5.7185254,-5.601982,-5.033658,-4.4634304,-5.6476665,-4.160045,-4.755681,-4.61563,-5.3806434,-4.7050257,-5.1439314,-4.724398,-4.6425114,-5.613613,-4.974277,-5.4211855,-4.7641435,-4.8196635,-4.567127,-5.5170474,-5.864131,-5.5041766,-5.4674025,-5.3026457,-5.760852,-4.939235,-4.862218,-6.1551094,-5.8253,-5.1953526,-5.1538157,-5.181833,-5.1626773,-5.915191,1.2440212,-5.417353,72
About company,Future,Vision,Fill Easy aims to solve this - by creating the world's first centralized form filling platform,what do you want to?,-5.121186,-5.299988,-4.1829033,-5.169265,-4.5734773,-3.9257002,-5.5066776,-4.942327,-5.2286463,-5.7406178,-4.6104507,-4.6393027,-4.4604063,-4.829225,-5.0656266,-3.9341395,-4.104608,-4.301562,-5.0735006,-5.0628395,-4.8758297,-4.3932137,-5.612439,-4.3197393,-4.1685133,-4.0174947,-4.7567954,-5.8142085,-5.3002753,-5.016645,-5.2319136,0.9082912,-4.3518906,-4.7119775,-5.5273128,-4.9941497,-4.083804,-4.473943,-4.341931,-4.673385,-4.9532123,-5.7675667,-5.016262,-6.06182,-4.911487,-5.822087,-5.403172,-4.2246327,-4.731722,-5.7153144,-5.6641774,-5.507087,-4.6998935,-4.604219,-4.869286,-3.9453974,-5.134173,-5.224804,-5.2128267,-5.4835877,-5.7632494,-5.9079766,-5.1875753,-5.0188527,-5.336804,-3.8771775,-5.0675454,-5.170424,-5.5037165,-5.150783,-5.55843,-4.5630937,-5.665802,-5.0434556,31
About Business Component,Post Servicing,Submission_time_taken,It normally takes 5-10 days depends on the targeted company. Please noteed that the target company will send you an confirmation email once they offically received your submission. ,When should I expect the result of My form submission?,-5.4961123,-5.67337,-5.062345,-5.2205915,-4.1771426,-3.503412,-4.8847923,-4.9103336,-4.1107945,-5.7667956,-5.0979757,-5.168465,-4.4100714,-4.500252,-4.9610977,-5.422023,-5.4724283,-4.6930323,-4.965589,-4.6136923,-4.4125543,-5.513886,-4.4370832,-5.0351253,-4.610078,-4.675962,0.9029376,-5.1900935,-5.9749002,-5.065091,-5.07617,-4.889914,-5.2004585,-4.8816757,-5.8687468,-5.105461,-4.969516,-3.8527973,-5.134309,-5.600833,-5.154083,-4.8450403,-5.881298,-6.067994,-5.700056,-3.981327,-5.512178,-5.532565,-3.8359246,-5.3426256,-5.1319847,-5.3138127,-5.262367,-3.9655259,-5.3673043,-3.9858944,-5.220042,-4.0975747,-4.6538568,-5.67497,-5.0035443,-5.8532267,-4.7257,-5.037855,-5.0980277,-5.35256,-4.407962,-5.3793163,-5.8853064,-4.5787587,-5.2307673,-5.2563534,-5.1592298,-4.98467,26
